,name,company description,rating,review,salaries,no. of job opening
182,Indian Air Force,Defence & Aerospace | 1 Lakh+ Employees | 91 years old | New Delhi +108 more,4.6,2.3k Reviews,5.6k Salaries,-- Jobs
183,Team Lease,Recruitment | 1k-5k Employees | Public | 7 years old | Bangalore/Bengaluru +263 more,3.9,2.3k Reviews,14.1k Salaries,236 Jobs
184,Bharat Electronics,Consumer Electronics & Appliances | 5k-10k Employees | Fortune India 500 | 69 years old | Bangalore/Bengaluru +37 more,4.1,2.3k Reviews,11.2k Salaries,-- Jobs
185,Alembic Pharmaceuticals,Pharma | 10k-50k Employees | Public | 116 years old | Vadodara/Baroda +129 more,4.0,2.3k Reviews,12.9k Salaries,62 Jobs
186,Atos,IT Services & Consulting | 201-500 Employees | Forbes Global 2000 | 26 years old | Vilnius +36 more,3.9,2.3k Reviews,25.7k Salaries,6 Jobs
187,Hindustan Coca Cola Beverages,Beverage | 5k-10k Employees | 26 years old | Bangalore +192 more,4.3,2.3k Reviews,7.5k Salaries,57 Jobs
188,Persistent Systems,IT Services & Consulting | 10k-50k Employees | Public | 33 years old | Pune +18 more,3.9,2.3k Reviews,26.8k Salaries,35 Jobs
189,Wipro Infotech,IT Services & Consulting | 1 Lakh+ Employees (Global) | MNC | 78 years old | Bangalore +116 more,4.1,2.3k Reviews,19.3k Salaries,-- Jobs
190,Cgi Group,IT Services & Consulting | 10k-50k Employees | Forbes Global 2000 | 47 years old | Montreal +15 more,4.2,2.3k Reviews,30.2k Salaries,81 Jobs
191,Axis Direct,Financial Services | 1k-5k Employees | 12 years old | San Mateo +265 more,4.0,2.3k Reviews,8k Salaries,32 Jobs
192,Hindalco Industries,Metals & Mining | 10k-50k Employees | Public | 65 years old | Mumbai +72 more,4.2,2.3k Reviews,9.2k Salaries,3 Jobs
193,Vishal Mega Mart,Retail | 10k-50k Employees | 15 years old | Gurgaon/Gurugram +293 more,3.8,2.3k Reviews,7.3k Salaries,5 Jobs
194,Publicis Sapient,IT Services & Consulting | 10k-50k Employees | 33 years old | New York +15 more,3.6,2.3k Reviews,25.6k Salaries,195 Jobs
195,DCB Bank,Banking | 5k-10k Employees | Fortune India 500 | 93 years old | Mumbai +285 more,3.9,2.3k Reviews,8.4k Salaries,135 Jobs
196,CMS IT Services,IT Services & Consulting | 5k-10k Employees | Startup | 9 years old | Bangalore +135 more,3.2,2.3k Reviews,11.6k Salaries,7 Jobs
197,Glenmark Pharmaceuticals,Pharma | 501-1k Employees | Public | 46 years old | Mumbai +120 more,4.0,2.3k Reviews,10.8k Salaries,37 Jobs
198,ABB Group,Electrical Equipment | 10k-50k Employees | Public | 35 years old | Zurich +89 more,4.1,2.3k Reviews,14.9k Salaries,1 Jobs
199,Ipca Laboratories,Pharma | 10k-50k Employees | Public | 74 years old | Mumbai +106 more,4.0,2.2k Reviews,10.5k Salaries,35 Jobs
200,TCS,IT Services & Consulting | 1 Lakh+ Employees | Public | 55 years old | Mumbai +281 more,3.8,63.1k Reviews,733.7k Salaries,45 Jobs
201,Accenture,IT Services & Consulting | 1 Lakh+ Employees | Public | 34 years old | Dublin +141 more,4.1,40.3k Reviews,513.5k Salaries,13.1k Jobs
202,Cognizant,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 29 years old | Teaneck. New Jersey. +111 more,3.9,36.7k Reviews,496.7k Salaries,510 Jobs
203,Wipro,IT Services & Consulting | 1 Lakh+ Employees | Public | 78 years old | Bangalore/Bengaluru +246 more,3.8,33.4k Reviews,369.9k Salaries,462 Jobs
204,ICICI Bank,Banking | 1 Lakh+ Employees | Public | 29 years old | Mumbai +1184 more,4.0,29.7k Reviews,137.2k Salaries,194 Jobs
205,HDFC Bank,Banking | 1 Lakh+ Employees | Public | 29 years old | Mumbai +1422 more,3.9,29.3k Reviews,125.7k Salaries,403 Jobs
206,Infosys,IT Services & Consulting | 1 Lakh+ Employees | Public | 42 years old | Bengaluru/Bangalore +135 more,3.9,27.6k Reviews,417.8k Salaries,777 Jobs
207,Capgemini,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Paris +87 more,3.9,25.6k Reviews,337.4k Salaries,625 Jobs
208,Tech Mahindra,IT Services & Consulting | 1 Lakh+ Employees | Public | 37 years old | Pune +235 more,3.7,24.1k Reviews,236.3k Salaries,1.3k Jobs
209,HCLTech,IT Services & Consulting | 1 Lakh+ Employees | Public | 32 years old | Noida +153 more,3.7,23.2k Reviews,249.3k Salaries,681 Jobs
210,Genpact,IT Services & Consulting | 50k-1 Lakh Employees | Public | 26 years old | New York +78 more,4.0,23.1k Reviews,176.1k Salaries,633 Jobs
211,Axis Bank,Banking | 50k-1 Lakh Employees | Public | 30 years old | Mumbai +1221 more,3.8,19.6k Reviews,95.3k Salaries,282 Jobs
212,Concentrix Corporation,BPO | 50k-1 Lakh Employees | Public | 40 years old | Fremont +84 more,3.9,18.8k Reviews,96.8k Salaries,184 Jobs
213,Amazon,Internet | 1 Lakh+ Employees | Public | 29 years old | Seattle +394 more,4.2,17.9k Reviews,118.9k Salaries,694 Jobs
214,IBM,Software Product | 50k-1 Lakh Employees | Public | 112 years old | Armonk +131 more,4.1,17.7k Reviews,205.5k Salaries,2.8k Jobs
215,Reliance Jio,Telecom | 50k-1 Lakh Employees | Public | 16 years old | Navi Mumbai +1090 more,3.9,17.7k Reviews,66.6k Salaries,150 Jobs
216,Larsen & Toubro Limited,Engineering & Construction | 1 Lakh+ Employees | Public | 85 years old | Mumbai +577 more,4.0,16.7k Reviews,78.3k Salaries,183 Jobs
217,HDB Financial Services,NBFC | 10k-50k Employees | 16 years old | Ahmedabad +887 more,4.0,15.7k Reviews,49.5k Salaries,105 Jobs
218,Reliance Retail,Retail | 1 Lakh+ Employees | 17 years old | Navi Mumbai +896 more,3.9,15.6k Reviews,53.6k Salaries,249 Jobs
219,Teleperformance,BPO | 10k-50k Employees | Forbes Global 2000 | 45 years old | Paris +126 more,3.6,14.8k Reviews,72.3k Salaries,249 Jobs
220,Vodafone Idea,10k-50k Employees | Public | 5 years old | Mumbai +604 more,4.2,14.3k Reviews,78.4k Salaries,357 Jobs
221,Deloitte,Management Consulting | 1 Lakh+ Employees | 178 years old | London +143 more,4.0,12.6k Reviews,138.2k Salaries,316 Jobs
222,BYJU'S,EdTech | 1k-5k Employees | Indian Unicorn | 12 years old | Bangalore +287 more,3.2,12.5k Reviews,49.7k Salaries,932 Jobs
223,Kotak Mahindra Bank,Banking | 10k-50k Employees | Public | 20 years old | Mumbai +508 more,3.8,12.4k Reviews,74.7k Salaries,159 Jobs
224,Reliance Industries,Oil & Gas | Public | 46 years old | Navi Mumbai +583 more,4.0,11.6k Reviews,64.9k Salaries,126 Jobs
225,Bharti Airtel,Telecom | 10k-50k Employees | Public | 28 years old | Gurgaon/Gurugram +594 more,4.0,10.8k Reviews,45.1k Salaries,303 Jobs
226,Tata Motors,Automobile | 10k-50k Employees | Public | 78 years old | Pune +418 more,4.2,10k Reviews,42.9k Salaries,19 Jobs
227,Flipkart,Internet | 10k-50k Employees | Public | 16 years old | Bangalore +496 more,4.1,8.7k Reviews,45.5k Salaries,423 Jobs
228,Ernst & Young,Accounting & Auditing | 10k-50k Employees | 21 years old | London +88 more,3.7,8.7k Reviews,104.8k Salaries,1.7k Jobs
229,WNS,BPO | 10k-50k Employees | 27 years old | Mumbai +30 more,3.6,8.4k Reviews,51.8k Salaries,235 Jobs
230,Mahindra & Mahindra,Automobile | 1 Lakh+ Employees | Public | 78 years old | Mumbai +448 more,4.1,8k Reviews,38.9k Salaries,96 Jobs
231,IndusInd Bank,Banking | 10k-50k Employees | Public | 29 years old | Gurgaon/Gurugram +625 more,3.7,8k Reviews,44.5k Salaries,246 Jobs
232,DXC Technology,IT Services & Consulting | 10k-50k Employees | Public | 6 years old | Minato +57 more,3.8,7.3k Reviews,76.4k Salaries,92 Jobs
233,Infosys BPM,Analytics & KPO | 10k-50k Employees | 21 years old | Bangalore/Bengaluru +54 more,3.9,7.2k Reviews,53.1k Salaries,29 Jobs
234,iEnergizer,BPO | 10k-50k Employees | 23 years old | Noida +19 more,4.4,7k Reviews,17.2k Salaries,77 Jobs
235,IDFC FIRST Bank,Banking | 10k-50k Employees | Public | 5 years old | Mumbai +499 more,4.0,6.9k Reviews,38.4k Salaries,90 Jobs
236,Conneqt Business Solutions,Analytics & KPO | 10k-50k Employees | 21 years old | Mumbai +185 more,3.7,6.7k Reviews,25.1k Salaries,34 Jobs
237,Hinduja Global Solutions,Software Product | 10k-50k Employees | Public | 23 years old | Bangalore/Bengaluru +85 more,4.0,6.3k Reviews,26.8k Salaries,59 Jobs
238,Bajaj Finserv,Insurance | 10k-50k Employees | Public | 16 years old | Pune +783 more,4.0,6.3k Reviews,24.3k Salaries,50 Jobs
239,HSBC Group,Banking | 10k-50k Employees | Forbes Global 2000 | 21 years old | Pune +55 more,4.1,6.2k Reviews,55.6k Salaries,32 Jobs
240,LTIMindtree,IT Services & Consulting | 10k-50k Employees | Public | 24 years old | Bangalore/Bengaluru +39 more,3.8,6.1k Reviews,75.9k Salaries,35 Jobs
241,Startek,BPO | 10k-50k Employees | Public | 6 years old | Mumbai +59 more,3.2,6.1k Reviews,23.6k Salaries,17 Jobs
242,Mphasis,IT Services & Consulting | 10k-50k Employees | Public | 25 years old | Bangalore/Bengaluru +41 more,3.6,6k Reviews,58.4k Salaries,70 Jobs
243,Ericsson,10k-50k Employees | Forbes Global 2000 | 147 years old | Stockholm +139 more,4.3,6k Reviews,43.6k Salaries,22 Jobs
244,PwC,Accounting & Auditing | 10k-50k Employees | Conglomerate | 143 years old | London +78 more,3.7,5.9k Reviews,65.7k Salaries,541 Jobs
245,Maruti Suzuki,Automobile | 10k-50k Employees | Public | 42 years old | New Delhi +336 more,4.2,5.8k Reviews,27k Salaries,38 Jobs
246,HDFC Life,Insurance | 10k-50k Employees | Public | 1 years old | Mumbai +480 more,4.1,5.7k Reviews,24.6k Salaries,81 Jobs
247,Yes Bank,Banking | 10k-50k Employees | Public | 19 years old | Mumbai +411 more,3.9,5.6k Reviews,39.5k Salaries,29 Jobs
248,Dr. Reddy's,Pharma | 10k-50k Employees | Public | 39 years old | Hyderabad/Secunderabad +150 more,4.2,5.5k Reviews,23.6k Salaries,130 Jobs
249,Asian Paints,Chemicals | 10k-50k Employees | Public | 81 years old | Mumbai +375 more,4.1,5.5k Reviews,20.7k Salaries,132 Jobs
250,Cipla Pharmaceutical,Pharma | 10k-50k Employees | Public | 88 years old | Mumbai +206 more,4.1,5.4k Reviews,23.7k Salaries,24 Jobs
251,Sutherland Global Services,IT Services & Consulting | 10k-50k Employees | 37 years old | Pittsford +45 more,3.8,5.4k Reviews,26.7k Salaries,191 Jobs
252,NTT DATA,IT Services & Consulting | 10k-50k Employees | 35 years old | Chiyoda City +45 more,4.0,5.2k Reviews,49.2k Salaries,131 Jobs
253,ICICI Prudential Life Insurance,Insurance | 10k-50k Employees | Public | 23 years old | Mumbai +426 more,4.1,5.1k Reviews,21.3k Salaries,29 Jobs
254,Jana Small Finance Bank,Banking | 10k-50k Employees | Public | 17 years old | Bangalore/Bengaluru +329 more,3.8,5.1k Reviews,15.6k Salaries,103 Jobs
255,EXL Service,Analytics & KPO | 10k-50k Employees | 24 years old | New York City +37 more,3.8,5.1k Reviews,32.3k Salaries,431 Jobs
256,HCL Group,IT Services & Consulting | 1 Lakh+ Employees | 47 years old | Chennai +65 more,3.7,5k Reviews,72k Salaries,1 Jobs
257,UltraTech Cement,Building Material | 10k-50k Employees | Public | 40 years old | Mumbai +393 more,4.2,5k Reviews,20.4k Salaries,10 Jobs
258,Udaan,Internet | 1k-5k Employees | Indian Unicorn | 7 years old | Bangalore +328 more,4.0,5k Reviews,19.4k Salaries,295 Jobs
259,Lupin,Pharma | 10k-50k Employees | Public | 55 years old | Mumbai +148 more,4.1,4.9k Reviews,21.8k Salaries,7 Jobs
260,Paytm,FinTech | 5k-10k Employees | Public | 13 years old | Noida +270 more,3.5,4.8k Reviews,27.3k Salaries,547 Jobs
261,Bandhan Bank,Banking | 50k-1 Lakh Employees | Public | 22 years old | Kolkata +660 more,3.8,4.8k Reviews,18k Salaries,21 Jobs
262,Bajaj Finance,NBFC | 10k-50k Employees | 36 years old | Pune +698 more,4.1,4.8k Reviews,19k Salaries,85 Jobs
263,L&T Infotech,IT Services & Consulting | 10k-50k Employees | Public | 27 years old | Mumbai +72 more,3.8,4.7k Reviews,68.3k Salaries,137 Jobs
264,ITC,FMCG | 10k-50k Employees | Public | 48 years old | Kolkata +273 more,3.9,4.6k Reviews,22.6k Salaries,83 Jobs
265,AU Small Finance Bank,Financial Services | 10k-50k Employees | Fortune India 500 | 27 years old | Jaipur +341 more,4.2,4.6k Reviews,16.9k Salaries,158 Jobs
266,Indian Army,Defence & Aerospace | 1 Lakh+ Employees | Public | 128 years old | New Delhi +292 more,4.7,4.6k Reviews,10.7k Salaries,-- Jobs
267,JP Morgan Chase,10k-50k Employees | Forbes Global 2000 | 23 years old | New York +29 more,4.2,4.4k Reviews,60.6k Salaries,1.1k Jobs
268,FIS,IT Services & Consulting | 5k-10k Employees | 55 years old | Jacksonville +36 more,3.9,4.4k Reviews,36.1k Salaries,59 Jobs
269,Hindustan Unilever,FMCG | 10k-50k Employees | Public | 151 years old | London +397 more,4.2,4.4k Reviews,21.1k Salaries,190 Jobs
270,Wells Fargo,Banking | 10k-50k Employees | Public | 171 years old | San Francisco +19 more,4.2,4.4k Reviews,39.5k Salaries,174 Jobs
271,Delhivery,Logistics | 10k-50k Employees | Fortune India 500 | 12 years old | Delhi +551 more,4.0,4.4k Reviews,16.2k Salaries,436 Jobs
272,IIFL Finance,Financial Services | 10k-50k Employees | Public | 28 years old | Mumbai +592 more,3.8,4.3k Reviews,17.8k Salaries,159 Jobs
273,Amazon Development Centre India,Hyderabad/Secunderabad +49 more,4.2,4.2k Reviews,4.2k Salaries,23 Jobs
274,Quess,Recruitment | 1 Lakh+ Employees | Public | 16 years old | Bangalore +450 more,3.9,4.2k Reviews,22.9k Salaries,238 Jobs
275,Home Credit Finance,Financial Services | 5k-10k Employees | 11 years old | Gurugram +108 more,4.1,4.1k Reviews,12.3k Salaries,75 Jobs
276,TATA Steel,Iron & Steel | 1 Lakh+ Employees | Public | 116 years old | Mumbai +136 more,4.1,4.1k Reviews,20.4k Salaries,45 Jobs
277,Sun Pharmaceutical Industries,Pharma | 10k-50k Employees | Public | 40 years old | Mumbai +172 more,4.1,4.1k Reviews,19.8k Salaries,99 Jobs
278,KPMG India,Management Consulting | 10k-50k Employees | 36 years old | Bengaluru/Bangalore +70 more,3.6,4.1k Reviews,55.3k Salaries,1.3k Jobs
279,Hexaware Technologies,IT Services & Consulting | 10k-50k Employees | Fortune India 500 | 33 years old | Mumbai +34 more,3.7,4.1k Reviews,41.7k Salaries,328 Jobs
280,Ujjivan Small Finance Bank,Banking | 10k-50k Employees | Public | 6 years old | Bangalore/Bengaluru +399 more,4.1,4k Reviews,12.3k Salaries,64 Jobs
281,OPPO,Consumer Electronics & Appliances | 10k-50k Employees | Public | 19 years old | Dongguan +351 more,3.9,4k Reviews,14.7k Salaries,19 Jobs
282,Shapoorji Pallonji Group,Engineering & Construction | 5k-10k Employees | Conglomerate | 158 years old | Mumbai +149 more,4.2,3.9k Reviews,15k Salaries,26 Jobs
283,JSW Steel,Iron & Steel | 10k-50k Employees | Public | 41 years old | Mumbai +111 more,3.9,3.9k Reviews,22.7k Salaries,54 Jobs
284,Shriram Transport Finance,NBFC | 10k-50k Employees | Public | 44 years old | Mumbai +740 more,4.1,3.9k Reviews,9.4k Salaries,-- Jobs
285,Max Life Insurance,Insurance | 10k-50k Employees | 23 years old | Gurgaon/Gurugram +347 more,4.1,3.9k Reviews,15.6k Salaries,532 Jobs
286,Ashok Leyland,Automobile | 10k-50k Employees | Public | 75 years old | Chennai +195 more,4.1,3.9k Reviews,19.2k Salaries,1 Jobs
287,Muthoot Finance,NBFC | 10k-50k Employees | Public | 84 years old | Kochi/Cochin +560 more,3.6,3.9k Reviews,11.7k Salaries,185 Jobs
288,Oracle,Software Product | 50k-1 Lakh Employees | Public | 46 years old | Austin +37 more,3.9,3.9k Reviews,50.1k Salaries,221 Jobs
289,Vivo,Consumer Electronics & Appliances | 5k-10k Employees | Conglomerate | 14 years old | Gurgaon/Gurugram +351 more,4.0,3.8k Reviews,14.6k Salaries,8 Jobs
290,Aurobindo Pharma,Pharma | 10k-50k Employees | Public | 37 years old | Hyderabad/Secunderabad +55 more,4.0,3.8k Reviews,21.3k Salaries,8 Jobs
291,eClerx,IT Services & Consulting | 10k-50k Employees | Public | 23 years old | Mumbai +16 more,3.5,3.8k Reviews,25.6k Salaries,61 Jobs
292,Apollo Hospitals,Healthcare | 50k-1 Lakh Employees | Public | 40 years old | Chennai +169 more,4.1,3.8k Reviews,16k Salaries,46 Jobs
293,Siemens,Power | 5k-10k Employees | Public | 176 years old | Munich +114 more,4.2,3.8k Reviews,27.2k Salaries,1.3k Jobs
294,Zydus Cadila,Pharma | 10k-50k Employees | Public | 71 years old | Ahmedabad +121 more,4.2,3.8k Reviews,14.5k Salaries,48 Jobs
295,Tata Projects,Engineering & Construction | 10k-50k Employees | Public | 44 years old | Mumbai +222 more,4.2,3.8k Reviews,19k Salaries,26 Jobs
296,Capgemini Technology Services India Limited,Bengaluru/Bangalore +31 more,4.0,3.8k Reviews,41.8k Salaries,2 Jobs
297,JLL,Real Estate | 5k-10k Employees | Forbes Global 2000 | 26 years old | Mumbai +64 more,4.2,3.7k Reviews,18.9k Salaries,22 Jobs
298,First Source,BPO | 10k-50k Employees | Public | 22 years old | Mumbai +49 more,3.8,3.7k Reviews,19.5k Salaries,94 Jobs
299,Hero MotoCorp,Automobile | 5k-10k Employees | Public | 39 years old | Gurgaon/Gurugram +291 more,4.2,3.6k Reviews,14.5k Salaries,7 Jobs
300,JustDial,Internet | 10k-50k Employees | Public | 27 years old | Mumbai +153 more,3.6,3.6k Reviews,15.2k Salaries,105 Jobs
301,Hewlett-Packard Enterprise,Emerging Technologies | 10k-50k Employees | Forbes Global 2000 | 8 years old | Houston +89 more,4.3,3.6k Reviews,31.8k Salaries,55 Jobs
302,Mahindra & Mahindra Financial Services,NBFC | 10k-50k Employees | Public | 32 years old | Mumbai +604 more,4.3,3.5k Reviews,10.8k Salaries,57 Jobs
303,Omega Healthcare,IT Services & Consulting | 5k-10k Employees | 19 years old | Florida +31 more,3.7,3.5k Reviews,19k Salaries,82 Jobs
304,L&T Construction,Engineering & Construction | 10k-50k Employees | Public | 79 years old | Chennai +289 more,4.0,3.5k Reviews,13.3k Salaries,-- Jobs
305,Cyient,IT Services & Consulting | 10k-50k Employees | Public | 32 years old | Hyderabad/Secunderabad +27 more,3.7,3.4k Reviews,24.6k Salaries,288 Jobs
306,Megha Engineering & Infrastructures,Engineering & Construction | 1k-5k Employees | Conglomerate | 34 years old | Hyderabad/Secunderabad +249 more,4.1,3.4k Reviews,13.8k Salaries,39 Jobs
307,Bajaj Allianz Life Insurance,Insurance | 10k-50k Employees | 22 years old | Pune +466 more,4.1,3.4k Reviews,14.7k Salaries,32 Jobs
308,D Mart,Retail | 10k-50k Employees | Fortune India 500 | 4 years old | Mumbai +197 more,3.9,3.3k Reviews,13.6k Salaries,84 Jobs
309,Hyundai Motor,Automobile | 10k-50k Employees | Fortune India 500 | 56 years old | Seoul +247 more,4.3,3.3k Reviews,13.8k Salaries,18 Jobs
310,Reliance Communications,Telecom | 10k-50k Employees | Public | 21 years old | Navi Mumbai +398 more,3.9,3.3k Reviews,14.3k Salaries,2 Jobs
311,TVS Motor,Automobile | 10k-50k Employees | Public | 44 years old | Chennai +250 more,4.0,3.3k Reviews,14.5k Salaries,51 Jobs
312,BigBasket,Internet | 10k-50k Employees | Indian Unicorn | 12 years old | Bangalore +99 more,4.0,3.3k Reviews,14.6k Salaries,18 Jobs
313,Indiamart Intermesh,Internet | 10k-50k Employees | 27 years old | Noida +121 more,3.6,3.2k Reviews,16.5k Salaries,839 Jobs
314,Oyo Rooms,Hospitality | 1k-5k Employees | Indian Unicorn | 10 years old | Gurgaon +110 more,3.4,3.2k Reviews,25k Salaries,166 Jobs
315,Bosch,Auto Components | 10k-50k Employees | Public | 137 years old | Gerlingen +92 more,4.3,3.2k Reviews,19.3k Salaries,10 Jobs
316,Manappuram Finance,NBFC | 10k-50k Employees | Public | 74 years old | Thrissur/Trichur +448 more,3.9,3.2k Reviews,7.8k Salaries,1 Jobs
317,Atos Syntel,IT Services & Consulting | 5k-10k Employees | 43 years old | Troy +16 more,3.6,3.2k Reviews,34.1k Salaries,29 Jobs
318,SBI Cards & Payment Services,Financial Services | 1k-5k Employees | 25 years old | Gurgaon/Gurugram +300 more,3.7,3.1k Reviews,16k Salaries,52 Jobs
319,Intelenet Global Services,BPO | 10k-50k Employees | 23 years old | Mumbai +57 more,3.7,3.1k Reviews,10.4k Salaries,-- Jobs
320,Future Group,Retail | 10k-50k Employees | Conglomerate | 10 years old | Mumbai +197 more,4.2,3.1k Reviews,12.9k Salaries,16 Jobs
321,Cummins,Auto Components | 10k-50k Employees | Fortune India 500 | 61 years old | Columbus +93 more,4.4,3.1k Reviews,14.2k Salaries,14 Jobs
322,BNY Mellon,IT Services & Consulting | 5k-10k Employees | Forbes Global 2000 | 19 years old | New York City +12 more,4.1,3.1k Reviews,26.3k Salaries,746 Jobs
